target,text,,label
hot dog,amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out ! ! ! !,amazing fun for MASK lovers of all ages please do yourself a favor and check this place out ! ! ! !,2
casa la femme,stepping into casa la femme last night was a true experience unlike any other in new york !,stepping into MASK last night was a true experience unlike any other in new york !,2
decor,highly impressed from the decor to the food to the hospitality to the great night i had !,highly impressed from the MASK to the food to the hospitality to the great night i had !,2
food,highly impressed from the decor to the food to the hospitality to the great night i had !,highly impressed from the decor to the MASK to the hospitality to the great night i had !,2
cocktail with citrus vodka and lemon and lime juice and mint leaves,the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for !,the have a great MASK that is to die for !,2
food,"food took some time to prepare , all worth waiting for","MASK took some time to prepare , all worth waiting for",2
belly dancing show,we were drawn into the belly dancing show that captivated the crowd,we were drawn into the MASK that captivated the crowd,2
restaurant,i never write on these sites but this restaurant is def worth commending !,i never write on these sites but this MASK is def worth commending !,2
food,maggot in the food !,maggot in the MASK !,0
menu,"the menu looked great , and the waiter was very nice , but when the food came , it was average","the MASK looked great , and the waiter was very nice , but when the food came , it was average",2
waiter,"the menu looked great , and the waiter was very nice , but when the food came , it was average","the menu looked great , and the MASK was very nice , but when the food came , it was average",2
food,"the menu looked great , and the waiter was very nice , but when the food came , it was average","the menu looked great , and the waiter was very nice , but when the MASK came , it was average",1
mushroom sauce,"nevertheless , i finished my plate , and that 's when i found a maggot in mushroom sauce at the bottom","nevertheless , i finished my plate , and that 's when i found a maggot in MASK at the bottom",0
manager,"the manager finally said he would comp the two glasses of wine which cost less than the food , and made it seem like a big concession","the MASK finally said he would comp the two glasses of wine which cost less than the food , and made it seem like a big concession",0
food,"i have worked in restaurants and cook a lot , and there is no way a maggot should be able to get into well prepared food","i have worked in restaurants and cook a lot , and there is no way a maggot should be able to get into well prepared MASK",0
restaurant,"for a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service","for a MASK with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service",2
customer service,"for a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service","for a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent MASK",0
food,i got hair in my food 2 times of then !,i got hair in my MASK 2 times of then !,0
place,"great place , great value","great MASK , great value",2
place,"great place , great value","great MASK , great value",2
food,"the food is flavorful , plentiful and reasonably priced","the MASK is flavorful , plentiful and reasonably priced",2
food,"the food is flavorful , plentiful and reasonably priced","the MASK is flavorful , plentiful and reasonably priced",2
food,"the food is flavorful , plentiful and reasonably priced","the MASK is flavorful , plentiful and reasonably priced",2
